typicaled,occupation,lessthanhs,hsdiploma,somecollege,associates,bachelors,masters,professional,hsorless,somecollegeorassociates,postgrad,TOT_EMP,A_MEDIAN,natlwage,workexp,probability,total,reveal,sum_tot_emp,weight,mean_prob,
High school diploma or equivalent,Real Estate Brokers,1.4,12.3,26.4,10.2,38.1,9.7,2.1,13.7,36.6,11.8,40530,56730,3076632300,Less than 5 years,97,40630,2,33129910,0.001223366,59.87553916,
High school diploma or equivalent,Pharmacy Technicians,1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,417720,31750,13809823200,None,92,398410,2,33129910,0.012608546,59.87553916,
High school diploma or equivalent,Glaziers,21,47.9,22.1,4.6,3.2,1.1,0.1,68.9,26.7,1.2,47330,42580,2247228400,None,73,46790,2,33129910,0.001428618,59.87553916,
High school diploma or equivalent,Hazardous Materials Removal Workers,18.5,36.9,20.5,9.7,11.2,2.9,0.3,55.4,30.2,3.2,43260,41400,2004235800,None,53,44100,2,33129910,0.001305769,59.87553916,
High school diploma or equivalent,Physical Therapist Aides,1.5,6.1,13.4,51.8,23.5,2.4,1.4,7.6,65.2,3.8,49290,25730,1375683900,None,61,50010,2,33129910,0.001487779,59.87553916,
High school diploma or equivalent,Boilermakers,15.5,46.7,23.1,12.7,2,0,0,62.2,35.8,0,15020,62260,946410200,None,68,15100,2,33129910,4.53E-04,59.87553916,
High school diploma or equivalent,Word Processors and Typists,2.8,28,32.1,14.3,18.2,3.8,0.7,30.8,46.4,4.5,65200,39740,2677764000,None,81,66320,2,33129910,0.00196801,59.87553916,
High school diploma or equivalent,First-Line Supervisors of Housekeeping and Janitorial Workers,15.4,38.2,24.2,7.7,12.2,1.9,0.4,53.6,31.9,2.3,155090,39230,6572714200,Less than 5 years,94,161120,2,33129910,0.004681268,59.87553916,
High school diploma or equivalent,Aircraft Cargo Handling Supervisors,8.1,34.8,28.2,9.9,16.1,2.6,0.4,42.9,38.1,3,8270,48150,438061900,Less than 5 years,6.6,6710,2,33129910,2.50E-04,59.87553916,
High school diploma or equivalent,Pile-Driver Operators,20.3,50.9,20.8,4.9,2.8,0.2,0.1,71.2,25.7,0.3,3710,57650,236586700,None,82,2970,2,33129910,1.12E-04,59.87553916,
High school diploma or equivalent,Subway and Streetcar Operators,6,38,34.5,10.7,7.9,2.2,0.7,44,45.2,2.9,12070,66420,771876500,None,86,9400,2,33129910,3.64E-04,59.87553916,
High school diploma or equivalent,Home Appliance Repairers,11.9,38.4,31.3,11.8,5.3,1,0.2,50.3,43.1,1.2,32250,38160,1315477500,None,72,32330,2,33129910,9.73E-04,59.87553916,
High school diploma or equivalent,Home Health Aides,13.1,35.7,31.6,10.1,7.4,1.4,0.8,48.8,41.7,2.2,820960,23210,19932908800,None,39,814290,2,33129910,0.024780025,59.87553916,
High school diploma or equivalent,Electrical Power-Line Installers and Repairers,5.7,39.4,32.2,15.7,6,0.9,0.1,45.1,47.9,1,116650,69380,8015021500,None,9.7,116910,2,33129910,0.003520988,59.87553916,
High school diploma or equivalent,Fitness Trainers and Aerobics Instructors,2.4,14.8,24,10.1,37.5,9.9,1.4,17.2,34.1,11.3,280080,39210,12245097600,None,8.5,257370,2,33129910,0.008453992,59.87553916,
High school diploma or equivalent,Nuclear Power Reactor Operators,1.1,28.2,32.6,18.2,17.3,2.4,0.3,29.3,50.8,2.7,6010,93370,567043500,None,95,3100,2,33129910,1.81E-04,59.87553916,
High school diploma or equivalent,Tire Builders,4.8,53.1,32.1,5.5,3.2,0.5,0.9,57.9,37.6,1.4,21910,40230,919781800,None,94,14700,2,33129910,6.61E-04,59.87553916,
High school diploma or equivalent,Industrial Machinery Mechanics,10.4,41.8,28,13.4,5.6,0.7,0.1,52.2,41.4,0.8,341260,51360,18124318600,None,67,334480,2,33129910,0.010300662,59.87553916,
High school diploma or equivalent,Correctional Officers and Jailers,1.5,30.1,36.1,14.6,15.3,2,0.3,31.6,50.7,2.3,428870,43540,20414212000,None,60,414520,2,33129910,0.0129451,59.87553916,
High school diploma or equivalent,Occupational Therapy Aides,0,0.7,6.1,75.7,15.4,1.3,0.8,0.7,81.8,2.1,7740,29200,261457200,None,27,6830,2,33129910,2.34E-04,59.87553916,
High school diploma or equivalent,Telecommunications Line Installers and Repairers,6.8,36.9,33.2,13.6,8.2,1.1,0.2,43.7,46.8,1.3,107090,55060,6033450600,None,49,95230,2,33129910,0.003232427,59.87553916,
High school diploma or equivalent,Printing Press Operators,11.3,46.8,25.2,7.4,8.5,0.7,0.2,58.1,32.6,0.9,171130,35760,6478981800,None,83,169930,2,33129910,0.005165423,59.87553916,
High school diploma or equivalent,Private Detectives and Investigators,0.6,7.6,20.9,8.8,45.9,13.4,2.7,8.2,29.7,16.1,30980,50700,1706378400,Less than 5 years,31,25750,2,33129910,9.35E-04,59.87553916,
High school diploma or equivalent,Couriers and Messengers,8.4,36.1,30.7,8.8,13.8,1.9,0.3,44.5,39.5,2.2,76710,28250,2301300000,None,94,73810,2,33129910,0.00231543,59.87553916,
High school diploma or equivalent,Procurement Clerks,2,21.1,25.9,8.9,29.3,12.1,0.6,23.1,34.8,12.7,70510,41910,2983983200,None,98,72100,2,33129910,0.002128288,59.87553916,
High school diploma or equivalent,Forest and Conservation Workers,19.1,20.9,23,12.1,20,4.4,0.5,40,35.1,4.9,7080,27650,221745600,None,87,5870,2,33129910,2.14E-04,59.87553916,
High school diploma or equivalent,Excavating and Loading Machine and Dragline Operators,20,51,20.4,4.2,4,0.4,0,71,24.6,0.4,45450,42500,2126151000,Less than 5 years,94,48320,2,33129910,0.001371872,59.87553916,
High school diploma or equivalent,Jewelers and Precious Stone and Metal Workers,15.7,27,23.1,8.7,20.5,3.9,1.1,42.7,31.8,5,25710,37960,1084447800,None,95,25820,2,33129910,7.76E-04,59.87553916,
High school diploma or equivalent,Medical Equipment Preparers,8.6,36.9,28,12,11.4,2.2,0.9,45.5,40,3.1,53920,35370,1998275200,None,78,52520,2,33129910,0.001627532,59.87553916,
High school diploma or equivalent,Locomotive Firers,3.2,36.7,37.2,11,11.1,0.8,0,39.9,48.2,0.8,670,60360,41687400,None,93,490,2,33129910,2.02E-05,59.87553916,
High school diploma or equivalent,Photographers,2.2,12,24.1,10.5,42.1,8,1.1,14.2,34.6,9.1,49320,32490,2068480800,None,2.1,48660,2,33129910,0.001488685,59.87553916,
High school diploma or equivalent,Customer Service Representatives,4,26.4,31.5,11.7,21.8,4,0.6,30.4,43.2,4.6,2767790,32890,98671713500,None,55,2707030,2,33129910,0.083543541,59.87553916,
High school diploma or equivalent,Data Entry Keyers,2.7,26.2,32.9,13.6,20.3,3.9,0.4,28.9,46.5,4.3,180100,30930,5858653000,None,99,193890,2,33129910,0.005436175,59.87553916,
High school diploma or equivalent,Driver/Sales Workers,16.3,47.6,23.5,6.1,5.4,0.9,0.3,63.9,29.6,1.2,426870,24040,12417648300,None,98,426300,2,33129910,0.012884732,59.87553916,
High school diploma or equivalent,Legal Secretaries,2.3,27.4,32.3,14.7,19.3,3.5,0.6,29.7,47,4.1,185870,44730,9033282000,None,98,191200,2,33129910,0.005610338,59.87553916,
High school diploma or equivalent,Metal-Refining Furnace Operators and Tenders,14.1,56.1,20.5,6.1,2.8,0.2,0.1,70.2,26.6,0.3,17610,41300,735569700,None,88,16300,2,33129910,5.32E-04,59.87553916,
High school diploma or equivalent,Bailiffs,1.5,30.1,36.1,14.6,15.3,2,0.3,31.6,50.7,2.3,18480,42960,853591200,None,36,16510,2,33129910,5.58E-04,59.87553916,
High school diploma or equivalent,Light Truck or Delivery Services Drivers,16.3,47.6,23.5,6.1,5.4,0.9,0.3,63.9,29.6,1.2,877670,31450,31253828700,None,69,858730,2,33129910,0.026491771,59.87553916,
High school diploma or equivalent,Mine Cutting and Channeling Machine Operators,14.8,51.9,24.1,4.4,4.1,0.7,0,66.7,28.5,0.7,5400,52270,282744000,None,59,4110,2,33129910,1.63E-04,59.87553916,
High school diploma or equivalent,Detectives and Criminal Investigators,0.8,7.1,25.3,11.5,40.9,12.3,2.2,7.9,36.8,14.5,105350,79970,8777762000,Less than 5 years,34,105000,2,33129910,0.003179906,59.87553916,
High school diploma or equivalent,Bicycle Repairers,24.9,43,20.3,5.4,5.4,0.8,0.1,67.9,25.7,0.9,12720,28390,373586400,None,94,10370,2,33129910,3.84E-04,59.87553916,
High school diploma or equivalent,Real Estate Sales Agents,1.4,12.3,26.4,10.2,38.1,9.7,2.1,13.7,36.6,11.8,147960,45990,8822854800,None,86,151710,2,33129910,0.004466055,59.87553916,
High school diploma or equivalent,Postal Service Clerks,3.4,31,38.3,11.5,13.7,1.8,0.1,34.4,49.8,1.9,82890,58550,4122119700,None,95,82010,2,33129910,0.002501969,59.87553916,
High school diploma or equivalent,Medical Appliance Technicians,6.2,29.5,31.7,17.7,12.3,1.5,1,35.7,49.4,2.5,13640,37190,551874400,None,45,14240,2,33129910,4.12E-04,59.87553916,
High school diploma or equivalent,log Graders and Scalers,31.6,48,11.9,3.7,3.3,1.5,0,79.6,15.6,1.5,3010,37880,116517100,None,97,2670,2,33129910,9.09E-05,59.87553916,
High school diploma or equivalent,Recreational Vehicle Service Technicians,24.9,43,20.3,5.4,5.4,0.8,0.1,67.9,25.7,0.9,14780,37200,578784800,None,59,13410,2,33129910,4.46E-04,59.87553916,
High school diploma or equivalent,Food Batchmakers,21.2,43.4,17.7,9.2,7.3,1,0.2,64.6,26.9,1.2,151950,28500,4692216000,None,70,147490,2,33129910,0.00458649,59.87553916,
High school diploma or equivalent,Stock Clerks and Order Fillers,13.4,42.7,25.6,7.5,9.1,1.4,0.3,56.1,33.1,1.7,2046040,24470,56163798000,None,64,2016320,2,33129910,0.061758091,59.87553916,
High school diploma or equivalent,Musical Instrument Repairers and Tuners,3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,8240,36530,321689600,None,91,6600,2,33129910,2.49E-04,59.87553916,
High school diploma or equivalent,Reinforcing Iron and Rebar Workers,35.6,43.4,14.6,3.1,2.5,0.6,0.3,79,17.7,0.9,18480,46850,1002909600,None,90,19570,2,33129910,5.58E-04,59.87553916,
High school diploma or equivalent,Structural Metal Fabricators and Fitters,11.9,49.3,25.5,7.5,5.3,0.1,0.4,61.2,33,0.5,77600,38450,3142024000,None,41,76340,2,33129910,0.002342294,59.87553916,
High school diploma or equivalent,New Accounts Clerks,1.3,18.7,37.2,10.9,29.2,2.3,0.4,20,48.1,2.7,41680,35260,1523820800,None,99,41430,2,33129910,0.001258078,59.87553916,
High school diploma or equivalent,Residential Advisors,3,18.5,30.9,13.7,24.1,9,0.8,21.5,44.6,9.8,110720,26830,3194272000,None,6.4,110330,2,33129910,0.003341995,59.87553916,
High school diploma or equivalent,First-Line Supervisors of Retail Sales Workers,5.6,29.5,28.6,10,21.5,3.8,1,35.1,38.6,4.8,1200180,38550,52303844400,Less than 5 years,28,1194270,2,33129910,0.036226479,59.87553916,
High school diploma or equivalent,Electricians,7.7,37.3,32.1,15.2,6.7,0.9,0.2,45,47.3,1.1,631080,54110,36545842800,None,15,607110,2,33129910,0.019048648,59.87553916,
High school diploma or equivalent,Outdoor Power Equipment and Other Small Engine Mechanics,18.1,40.7,25.2,10.5,4.2,1.1,0.2,58.8,35.7,1.3,31300,34370,1127426000,None,93,32990,2,33129910,9.45E-04,59.87553916,
High school diploma or equivalent,First-Line Supervisors of Food Preparation and Serving Workers,11.8,34.4,29,10,12.6,1.8,0.4,46.2,39,2.2,927440,31960,32887022400,Less than 5 years,63,908590,2,33129910,0.027994039,59.87553916,
High school diploma or equivalent,Receptionists and Information Clerks,4.1,32.8,34.1,12.6,13.6,2.5,0.3,36.9,46.7,2.8,1014900,28390,30081636000,None,96,997760,2,33129910,0.03063395,59.87553916,
High school diploma or equivalent,Occupational Health and Safety Technicians,1.9,11.4,14.2,7.8,36.8,25,2.8,13.3,22,27.8,17490,49960,943235700,None,25,16390,2,33129910,5.28E-04,59.87553916,
High school diploma or equivalent,Gaming and Sports Book Writers and Runners,7.9,35.6,30.6,9.3,14.1,2.2,0.4,43.5,39.9,2.6,11210,24030,308835500,None,91,9240,2,33129910,3.38E-04,59.87553916,
High school diploma or equivalent,Terrazzo Workers and Finishers,38.9,40.9,15.1,1.3,3.2,0.5,0.2,79.8,16.4,0.7,2630,40590,119717600,None,88,1750,2,33129910,7.94E-05,59.87553916,
High school diploma or equivalent,Security and Fire Alarm Systems Installers,8.6,39.5,29.7,12.4,8.5,1,0.4,48.1,42.1,1.4,69830,45670,3288993000,None,82,67620,2,33129910,0.002107763,59.87553916,
High school diploma or equivalent,Telephone Operators,4.8,29.9,39.4,12,10,2.8,1.2,34.7,51.4,4,6310,36320,242367100,None,97,5710,2,33129910,1.90E-04,59.87553916,
High school diploma or equivalent,Tellers,2.1,35.3,33.6,12.1,15,1.7,0.3,37.4,45.7,2,491150,28110,14184412000,None,98,496710,2,33129910,0.014824972,59.87553916,
High school diploma or equivalent,Veterinary Assistants and Laboratory Animal Caretakers,6.5,20.7,27.7,14.6,27.6,2.2,0.7,27.2,42.3,2.9,84400,26140,2326908000,None,86,79790,2,33129910,0.002547547,59.87553916,
High school diploma or equivalent,Etchers and Engravers,12.8,36.3,25.3,8.7,13.6,2.2,1.2,49.1,34,3.4,8620,30890,291873200,None,98,9060,2,33129910,2.60E-04,59.87553916,
High school diploma or equivalent,Order Clerks,9.7,32.6,27,10.1,17.6,2.5,0.6,42.3,37.1,3.1,169120,33510,5975009600,None,98,176860,2,33129910,0.005104753,59.87553916,
High school diploma or equivalent,Timing Device Assemblers and Adjusters,17.5,46.8,22.5,6.5,5.7,0.8,0.2,64.3,29,1,680,34800,25370800,None,98,130,2,33129910,2.05E-05,59.87553916,
High school diploma or equivalent,Water and Wastewater Treatment Plant and System Operators,3.4,40.2,31.5,11.6,11,2,0.3,43.6,43.1,2.3,117450,46150,5671660500,None,61,115630,2,33129910,0.003545135,59.87553916,
High school diploma or equivalent,Power Plant Operators,1.1,28.2,32.6,18.2,17.3,2.4,0.3,29.3,50.8,2.7,34170,77180,2595894900,None,85,34520,2,33129910,0.001031394,59.87553916,
High school diploma or equivalent,Wellhead Pumpers,11.5,46.3,26.9,7.8,7.1,0.3,0,57.8,34.7,0.3,11200,52260,594944000,Less than 5 years,84,11470,2,33129910,3.38E-04,59.87553916,
High school diploma or equivalent,Medical Secretaries,2.3,27.4,32.3,14.7,19.3,3.5,0.6,29.7,47,4.1,576520,34610,20679772400,None,81,556800,2,33129910,0.017401798,59.87553916,
High school diploma or equivalent,Personal Care Aides,16.4,34.2,27.6,8.7,10.2,2.3,0.6,50.6,36.3,2.9,2035610,23100,49058201000,None,74,1492220,2,33129910,0.06144327,59.87553916,
High school diploma or equivalent,Social and Human Service Assistants,2.6,15.3,25,10.6,31.8,13,1.7,17.9,35.6,14.7,384080,33120,13619476800,None,13,360720,2,33129910,0.01159315,59.87553916,
High school diploma or equivalent,Pest Control Workers,7.4,45.8,27.7,7.7,10,1.1,0.2,53.2,35.4,1.3,75130,34370,2750509300,None,66,72790,2,33129910,0.002267739,59.87553916,
High school diploma or equivalent,Transportation Inspectors,5,32.7,30.9,14.1,14.4,2.7,0.2,37.7,45,2.9,30030,72140,2213811600,None,90,27220,2,33129910,9.06E-04,59.87553916,
High school diploma or equivalent,Railroad Conductors and Yardmasters,2.6,33.1,36.3,12.2,13.3,1.7,0.8,35.7,48.5,2.5,44490,60300,2819331300,None,83,32150,2,33129910,0.001342895,59.87553916,
High school diploma or equivalent,Surveying and Mapping Technicians,5.9,28.8,38.1,20.9,5.3,0.8,0.3,34.7,59,1.1,51890,43340,2405101500,None,96,50320,2,33129910,0.001566258,59.87553916,
High school diploma or equivalent,Shoe and Leather Workers and Repairers,24.3,43.8,18.2,3,6,3.7,1.1,68.1,21.2,4.8,7180,25610,197809000,None,52,6930,2,33129910,2.17E-04,59.87553916,
High school diploma or equivalent,Gas Plant Operators,6.1,40.3,30.4,13.3,9,0.9,0.1,46.4,43.7,1,14890,69030,1036344000,None,78,15900,2,33129910,4.49E-04,59.87553916,
High school diploma or equivalent,First-Line Supervisors of Correctional Officers,0.6,26.3,32.4,15.9,19.7,4.6,0.4,26.9,48.3,5,42280,62500,2827686400,Less than 5 years,2.5,40530,2,33129910,0.001276188,59.87553916,
High school diploma or equivalent,Power Distributors and Dispatchers,1.1,28.2,32.6,18.2,17.3,2.4,0.3,29.3,50.8,2.7,12110,82510,996774100,None,64,11080,2,33129910,3.66E-04,59.87553916,
High school diploma or equivalent,Highway Maintenance Workers,12.1,56.8,21.3,6.2,3.2,0.4,0,68.9,27.5,0.4,146580,38700,5907174000,None,87,143240,2,33129910,0.004424401,59.87553916,
High school diploma or equivalent,Insurance Sales Agents,1.5,14.9,26.5,9.7,38.9,7,1.5,16.4,36.2,8.5,386320,49710,25879576800,None,92,385720,2,33129910,0.011660762,59.87553916,
High school diploma or equivalent,Stonemasons,35.6,43.4,14.6,3.1,2.5,0.6,0.3,79,17.7,0.9,11990,38940,508016300,None,89,11190,2,33129910,3.62E-04,59.87553916,
High school diploma or equivalent,First-Line Supervisors of Office and Administrative Support Workers,2.8,22.1,28,11.6,26.1,8,1.5,24.9,39.6,9.5,1458380,55060,85373565200,Less than 5 years,1.4,1443130,2,33129910,0.044020041,59.87553916,
High school diploma or equivalent,Crane and Tower Operators,16.6,50.2,23.6,5.6,3.6,0.3,0,66.8,29.2,0.3,43660,52200,2431425400,Less than 5 years,90,44920,2,33129910,0.001317842,59.87553916,
High school diploma or equivalent,Watch Repairers,3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,2130,35770,84198900,None,99,1090,2,33129910,6.43E-05,59.87553916,
High school diploma or equivalent,Nonfarm Animal Caretakers,8.2,32.7,27.4,10.2,17.8,2.8,1,40.9,37.6,3.8,190520,22950,4795388400,None,82,186670,2,33129910,0.005750695,59.87553916,
High school diploma or equivalent,Septic Tank Servicers and Sewer Pipe Cleaners,22.3,39.1,23.5,7.1,6.7,1.1,0.2,61.4,30.6,1.3,26250,37950,1065487500,None,83,25430,2,33129910,7.92E-04,59.87553916,
High school diploma or equivalent,Traffic Technicians,5.3,38.8,34.4,9.9,8,3.3,0.4,44.1,44.3,3.7,6980,45670,344044200,None,90,6050,2,33129910,2.11E-04,59.87553916,
High school diploma or equivalent,Photographic Process Workers and Processing Machine Operators,6.1,25.9,21.6,10.4,30.4,4.7,0.9,32,32,5.6,22450,27480,737931500,None,99,26200,2,33129910,6.78E-04,59.87553916,
High school diploma or equivalent,Tree Trimmers and Pruners,37.8,35.8,14.8,4.4,6.2,1,0.1,73.6,19.2,1.1,41140,36460,1587181200,None,77,36930,2,33129910,0.001241778,59.87553916,
High school diploma or equivalent,Rail Car Repairers,13.1,44.7,25.4,12,3.7,0.6,0.3,57.8,37.4,0.9,24090,57460,1358194200,None,88,19390,2,33129910,7.27E-04,59.87553916,
High school diploma or equivalent,Upholsterers,29.7,44.3,15,7.2,2.5,1.2,0.1,74,22.2,1.3,32500,33660,1139450000,None,39,31740,2,33129910,9.81E-04,59.87553916,
High school diploma or equivalent,Travel Agents,2.1,18.8,29.1,14.7,28,6.4,0.8,20.9,43.8,7.2,67330,36990,2749757200,None,9.9,68690,2,33129910,0.002032303,59.87553916,
High school diploma or equivalent,Structural Iron and Steel Workers,14.1,46.5,26.7,7.9,4.2,0.5,0.1,60.6,34.6,0.6,74420,52610,4237474800,None,83,69300,2,33129910,0.002246309,59.87553916,
High school diploma or equivalent,File Clerks,3.8,29.7,30.8,12.7,18.2,4,0.8,33.5,43.5,4.8,118840,30120,3826648000,None,97,130710,2,33129910,0.003587091,59.87553916,
Master's degree,Industrial-Organizational Psychologists,0,0,0,0,6.8,42.7,50.5,0,0,93.2,920,87100,94327600,None,1.2,560,6,1281710,7.18E-04,10.48511528,
Master's degree,Curators,0.6,5.5,8.5,3.7,30.8,42.7,8.3,6.1,12.2,51,11550,53770,679486500,None,0.68,11160,6,1281710,0.009011399,10.48511528,
Master's degree,Rehabilitation Counselors,1.1,5.1,8.3,5,25.1,50.4,5,6.2,13.3,55.4,103840,34860,4044568000,None,0.94,103030,6,1281710,0.081016767,10.48511528,
Master's degree,Orthotists and Prosthetists,2.5,17.1,31.9,17.1,22.3,6.4,2.7,19.6,49,9.1,7840,66240,556404800,None,0.35,6260,6,1281710,0.006116828,10.48511528,
Master's degree,Economists,0,0,0,0,23.2,44.8,32,0,0,76.8,19550,102490,2202307500,None,43,17840,6,1281710,0.01525306,10.48511528,
Master's degree,Urban and Regional Planners,1.4,1,6.4,1.5,36.8,48.2,4.7,2.4,7.9,52.9,35310,71490,2625298500,None,13,34810,6,1281710,0.027549134,10.48511528,
Master's degree,Anthropologists and Archeologists,0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,6120,62280,405939600,None,0.77,5860,6,1281710,0.004774871,10.48511528,
Master's degree,Instructional Coordinators,0.4,5,7.2,4.7,30.3,42.9,9.5,5.4,11.9,52.4,157490,63750,10501433200,5 years or more,0.42,147310,6,1281710,0.122874909,10.48511528,
Master's degree,Sociologists,0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,2770,79650,238580100,None,5.9,2650,6,1281710,0.002161175,10.48511528,
Master's degree,Marriage and Family Therapists,1.1,5.1,8.3,5,25.1,50.4,5,6.2,13.3,55.4,42880,48790,2309516800,None,1.4,36180,6,1281710,0.033455306,10.48511528,
Master's degree,Archivists,0.6,5.5,8.5,3.7,30.8,42.7,8.3,6.1,12.2,51,6080,51760,337257600,None,76,5400,6,1281710,0.004743663,10.48511528,
Master's degree,Mental Health and Substance Abuse Social Workers,1.1,5.8,9.4,6,40.8,35.1,1.8,6.9,15.4,36.9,112040,43250,5358873200,None,0.31,111370,6,1281710,0.08741447,10.48511528,
Master's degree,Occupational Therapists,0.3,1.2,1.4,6,39.1,46.1,5.9,1.5,7.4,52,126050,83200,10668872000,None,0.35,118060,6,1281710,0.098345179,10.48511528,
Master's degree,Mathematicians,0,0,4.1,2.3,30.2,40.6,22.8,0,6.4,63.4,2730,103010,285831000,None,4.7,2210,6,1281710,0.002129967,10.48511528,
Master's degree,Speech-Language Pathologists,0.3,1.1,0.6,0.9,10.3,83.5,3.4,1.4,1.5,86.9,142360,76610,11356057200,None,0.64,136010,6,1281710,0.111070367,10.48511528,
Master's degree,Political Scientists,0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,6320,115110,708029600,None,3.9,5960,6,1281710,0.004930913,10.48511528,
Master's degree,Statisticians,0,0,4.1,2.3,30.2,40.6,22.8,0,6.4,63.4,36540,84060,3251329200,None,22,33330,6,1281710,0.028508789,10.48511528,
Master's degree,Survey Researchers,0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,11270,54270,684089000,None,23,11330,6,1281710,0.008792941,10.48511528,
Master's degree,Healthcare Social Workers,1.1,5.8,9.4,6,40.8,35.1,1.8,6.9,15.4,36.9,167730,54870,9528741300,None,0.35,159340,6,1281710,0.130864236,10.48511528,
Master's degree,Farm and Home Management Advisors,0.4,5,7.2,4.7,30.3,42.9,9.5,5.4,11.9,52.4,8450,49510,441259000,None,0.75,7250,6,1281710,0.006592755,10.48511528,
Master's degree,Historians,0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,3060,59120,196513200,None,44,2190,6,1281710,0.002387436,10.48511528,
Master's degree,Computer and Information Research Scientists,0.4,4.9,2.5,0.3,34.8,33,24,5.3,2.8,57,27920,114520,3338394400,None,1.5,24750,6,1281710,0.021783399,10.48511528,
Master's degree,Epidemiologists,0.3,0.6,0.3,0.6,21.7,23.1,53.5,0.9,0.9,76.6,6870,69660,523700100,None,20,5080,6,1281710,0.005360027,10.48511528,
Master's degree,Librarians,0.2,1.9,8.4,4.5,23.3,56.8,4.9,2.1,12.9,61.7,126800,58520,7704368000,None,65,129310,6,1281710,0.098930335,10.48511528,
Master's degree,Physician Assistants,0.4,0.6,2.2,4.5,16.5,58.6,17.2,1,6.7,75.8,109220,104860,11441887200,None,14,104100,6,1281710,0.085214284,10.48511528,
No formal educational credential,Telemarketers,6,30.2,33.4,10.8,16.6,2.9,0.2,36.2,44.2,3.1,189670,24460,5248168900,None,99,214570,1,23765700,0.00798083,90.03359695,
No formal educational credential,Fence Erectors,45,33.1,15.7,2.9,2.5,0.5,0.4,78.1,18.6,0.9,21430,33320,777051800,None,92,20030,1,23765700,9.02E-04,90.03359695,
No formal educational credential,Carpet Installers,36.6,41.5,14.5,4,2.9,0.4,0,78.1,18.5,0.4,26120,38830,1154504000,None,87,24540,1,23765700,0.001099063,90.03359695,
No formal educational credential,Gaming Change Persons and Booth Cashiers,14.9,40.9,25.4,7.5,9.3,1.7,0.3,55.8,32.9,2,24050,23910,624097500,None,83,19940,1,23765700,0.001011963,90.03359695,
No formal educational credential,Floor Sanders and Finishers,36.6,41.5,14.5,4,2.9,0.4,0,78.1,18.5,0.4,4320,36950,169603200,None,87,3490,1,23765700,1.82E-04,90.03359695,
No formal educational credential,Roofers,46.8,36.7,11.4,1.7,3,0.3,0.1,83.5,13.1,0.4,121170,38970,5183652600,None,90,116160,1,23765700,0.005098524,90.03359695,
No formal educational credential,Landscaping and Groundskeeping Workers,37.8,35.8,14.8,4.4,6.2,1,0.1,73.6,19.2,1.1,912360,27670,27097092000,None,95,906620,1,23765700,0.03838978,90.03359695,
No formal educational credential,Drywall and Ceiling Tile Installers,44.8,39.9,11.1,2.1,1.9,0.3,0,84.7,13.2,0.3,96550,42860,4755087500,None,79,91890,1,23765700,0.004062578,90.03359695,
No formal educational credential,Paperhangers,35,39.2,15.6,4.2,4.8,0.9,0.2,74.2,19.8,1.1,2710,37030,110920300,None,87,1810,1,23765700,1.14E-04,90.03359695,
No formal educational credential,Hoist and Winch Operators,16.8,59.1,12.3,6.9,4.6,0.4,0,75.9,19.2,0.4,3080,43210,169122800,None,65,1910,1,23765700,1.30E-04,90.03359695,
No formal educational credential,Food Preparation Workers,26,37.3,20.8,6.4,7.8,1.3,0.3,63.3,27.2,1.6,832690,22730,19901291000,None,87,850660,1,23765700,0.03503747,90.03359695,
No formal educational credential,Construction Laborers,34.5,39.6,16.1,4.1,4.8,0.7,0.2,74.1,20.2,0.9,962060,34530,37414513400,None,88,912090,1,23765700,0.040481029,90.03359695,
No formal educational credential,Machine Feeders and Offbearers,25.5,45.8,17.9,6,4.1,0.6,0.2,71.3,23.9,0.8,74350,28510,2283288500,None,93,80050,1,23765700,0.003128458,90.03359695,
No formal educational credential,Craft Artists,2.5,11.3,18.7,8.4,46.4,11.3,1.4,13.8,27.1,12.7,4730,34940,194781400,None,3.5,3920,1,23765700,1.99E-04,90.03359695,
No formal educational credential,Athletes and Sports Competitors,1.5,10.5,18.6,7,41.2,19.1,2.1,12,25.6,21.2,11150,51370,984545000,None,28,8470,1,23765700,4.69E-04,90.03359695,
No formal educational credential,Continuous Mining Machine Operators,14.8,51.9,24.1,4.4,4.1,0.7,0,66.7,28.5,0.7,12000,54620,660480000,None,54,9870,1,23765700,5.05E-04,90.03359695,
No formal educational credential,Automotive and Watercraft Service Attendants,18.9,43.8,24.7,4.5,6.3,1.4,0.4,62.7,29.2,1.8,118850,23390,2983135000,None,83,109310,1,23765700,0.005000905,90.03359695,
No formal educational credential,Dining Room and Cafeteria Attendants and Bartender Helpers,25.6,41.3,19.7,5.4,6.9,0.8,0.2,66.9,25.1,1,436730,21160,10066626500,None,91,423070,1,23765700,0.018376484,90.03359695,
No formal educational credential,Taxi Drivers and Chauffeurs,13.5,34.4,25.3,7.7,14.4,3.9,0.8,47.9,33,4.7,198470,24880,5453955600,None,89,188870,1,23765700,0.008351111,90.03359695,
